stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,periderm
3dpf,10.2,0,0,0.5,0.31
5dpf,0,0,0,1.39,22.9
10dpf,3.21,0.87,0.47,0.4,47.48
