stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,0,0,0,8.43,2.21
3dpf,0,0,0.32,14.28,0.44
5dpf,0.33,0,0,11.84,0.83
10dpf,0,0.45,0.86,10.79,1.8
