stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
3dpf,0.35,4.05,0,0,0,0,0,0,0
5dpf,3.57,4.55,0.56,2.08,2.24,0.66,0.43,0.73,1.1
10dpf,4.97,27.11,2.11,2.97,0.55,0,0,0,1.33
