stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,1.93,0,0,1.85,0,0,0
3dpf,64.36,0.36,0,0.56,0.6,0,0
5dpf,8.84,0,1.7,0,3.05,2.44,0.29
10dpf,26.59,0,0,0,2.66,0,0
