stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,5.48,0,0,1.46,0.87,0
3dpf,23.87,0,0,0,0.37,0.94
5dpf,13.06,0,0.9,0,5.54,1.11
10dpf,41.68,0.69,1.37,0,0,0
