stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,0,0,0.81,0,0,1.65
3dpf,0,0,0,0,0.36,0
5dpf,0.4,0,0.69,0.62,1.4,0.59
10dpf,0,0.7,0,0,0.55,0
