stage,central_nervous_system,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,4.5,2.39,10.36,0.66,5.26
3dpf,0,0,0.95,0,0.31
5dpf,0,0.92,1.42,0,0
