stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,6.26,0,0,0,2.65,0.76,0,5.06
3dpf,227.07,0.29,0,0.72,0,5.45,0.34,3.99
5dpf,11.43,0,0.36,1.06,0,7.34,0.5,73.63
10dpf,70.77,0,0,0.37,0,3.45,0,11.06
