stage,central_nervous_system,hematopoietic_system,mesenchyme,neural_crest,periderm
2dpf,0,0,0,0,90.88
3dpf,0.56,0.51,0,0,3.84
5dpf,0.97,0,2.44,0.99,78.48
10dpf,0,0.7,0,0,26.93
