stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,2.55,0,0,0,0,3.2
3dpf,11.8,0,0,0.47,0,0.3
5dpf,0.32,0.46,0.43,0,0.52,10.64
10dpf,4.9,0,0,1.44,0,1.38
