stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,9.54,0,0,0,9.39,0,0,9.24,0,0
12hpf,9.59,0,0,0,3.76,0,0,21.29,31.01,0
14hpf,0,0,0,3.84,4.3,0,0,17.8,150.23,0
16hpf,6.54,0,0,0,56.57,4.55,0,32.75,481.87,8.48
19hpf,3.63,0,0,0,14.92,3.47,1.56,5.1,217.04,0
24hpf,7.19,0,0,0,21.22,28.97,0,14.92,327.93,0.9
2dpf,30.7,0.59,3.59,3.59,44.75,51.62,11.16,56.57,150.07,9.79
3dpf,40.33,2.15,1.16,0,17.72,141.75,0.39,0.63,50.94,3.74
5dpf,18.66,0.94,2.71,5.89,5.82,146.75,5.33,68.56,90.56,8.32
10dpf,20.22,2.38,3.33,2.33,27.47,140.64,1.25,1.09,82.82,3.27
