stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
10hpf,232.85,0,0,10.06,0,19.1,31.29,25.77
12hpf,141.74,0,0,0,4.84,5.06,0,9.89
19hpf,2.99,0,0,121.69,0,0,0,0
24hpf,0.82,0,0,0,0,0,0,0
2dpf,0.58,0,1.7,1.71,0,0,0,0
3dpf,14.59,0,0,0.57,0.43,0,0,0
5dpf,0.31,3.21,4.97,0.76,2.64,0,0,2.09
10dpf,5.33,2.08,0,0,1.51,0,0,0
