stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
2dpf,16.84,4.02,7.68,6.24,23.44,0
3dpf,3.32,0.34,1.32,0.86,18.19,0
5dpf,5.08,0,3.51,7.22,23.47,1.83
10dpf,18.58,0.74,0,5.23,5.76,0
