stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
2dpf,3.54,2.08,0,1.37,0.58,1.02,1.54,1.14
3dpf,0.99,0,0,0,0,0.84,0,0
5dpf,0,0,0,0,0,0.83,0.37,0
10dpf,3.23,0,1.14,0,0,0,1.06,0
