stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
24hpf,2.99,0,0,0,0,0,0,0
2dpf,3.97,0,0,0,2.11,0,0,0
3dpf,30.57,0,0,0,0.36,0,0.42,0.59
5dpf,0.32,0.97,4.93,0.65,0,2.26,0,0
10dpf,17.45,1.5,7.85,0,3.13,0,0.5,2.34
