stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0,2.05,0.63,0.51
3dpf,104.66,0.36,0,1.16,0.49,0
5dpf,0.41,0,0,0.95,0,0
10dpf,3.01,0,1.55,3.1,0,0
