stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,0,0,1.18,0,0
5dpf,0,0.71,0,0,0.31
10dpf,1.67,0,0,0.78,0.64
