stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,0,0,0.86,1.86,1.21
3dpf,1.24,0,0,1.8,0.34
5dpf,0,0.62,0,1,3.65
10dpf,0.7,0,0,0.81,0
