stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,0,0,0,0,0,0,0,0,8.53
16hpf,5.09,0,0,0,0,0,0,0,0
19hpf,1.75,0,0,0,0,0,0,0,0
24hpf,1.76,0,0,0.92,0.92,0,0,0.92,0
2dpf,20.92,0,2.66,16.49,21.38,5.11,0,7.29,2.96
3dpf,28.35,1.2,0.74,1.72,20.06,0.7,0,0.99,2.2
5dpf,2.69,0,0.32,0.46,16.83,0.46,0.32,0.47,4.09
10dpf,13.61,0,0,0,6.04,0,0,1.82,0
