stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,1319.49,9.09,0,0,205.96,33.04,0,0,154.86,453.24
12hpf,613.44,16.25,3.31,11.96,115.96,27.5,0,9.52,81.61,162.35
14hpf,468.04,5.91,32.54,46.51,70.49,41.43,2.7,0,57.39,153.79
16hpf,495.29,12.78,13.54,27.29,66.44,42.57,5.86,5.52,70.56,94.86
19hpf,918.5,3.96,3.98,9.86,32.24,13.89,1.7,1.56,13.94,120.32
24hpf,543.94,5.25,7.84,7.99,67.67,47.13,1.4,0.89,21.68,52.21
2dpf,1032.66,13.48,46.33,69.59,279.41,462.85,49.24,2.02,129.49,207.47
3dpf,1864.99,9.44,10.74,22.91,29.91,324.34,12.59,0,23.36,58.17
5dpf,459.24,44.84,152.88,181.84,99.07,1078.51,101.78,35.2,177.83,764.07
10dpf,1354.04,46.97,88.62,82.5,47.84,479.39,36.85,0,61.53,174.5
