stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme
24hpf,0,0,0.86,0,0,0
2dpf,5,1.85,4.8,1.05,1.17,0
3dpf,0.58,0,0.31,0,0,0
5dpf,0,0.93,12.39,0,0,1.18
10dpf,1.52,0,14.19,0,0,0
