stage,central_nervous_system,hematopoietic_system,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0,8.59,0
3dpf,0.68,0.43,4.93,4.32,0
5dpf,0,0,4.86,1.75,0.56
10dpf,0,1.8,3.04,0.44,0
