stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0,0,0,1.02,0
3dpf,0,0,0,0,0.31,0,0
5dpf,0.83,0,0.47,1.01,9.51,0.41,2.55
10dpf,2.32,0.68,0,0,0.41,0.55,0
