stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
16hpf,0,0,0,0,0,0,1.76
19hpf,0,0,0,0,0,0,3.85
2dpf,0,0,0,1.36,0,0,0.66
3dpf,2.78,0,0,0,0.44,0,2.3
5dpf,1.85,1.18,0.99,1.82,1.7,0.71,20.73
10dpf,1.74,3.63,0,0,1.63,0,10.61
