stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,105.64,0,39.77,0,92.57,0,0,11.55,495.37,0
12hpf,29.53,1.92,43.27,0,7.65,0,0,1.94,69.65,6.2
14hpf,39.46,0,100.64,4.75,20.99,5.26,0,2.35,135.25,10.99
16hpf,16.17,1.84,3.25,5.8,8.53,1.89,5.16,1.74,34.31,21.53
19hpf,40.14,0,0,5.97,11.43,3.29,0,0,12.51,6.58
24hpf,23.12,0.86,0,4.03,13.43,9.51,0,0,9.41,5.76
2dpf,221.71,2.77,17.9,37.21,139.88,142.06,18.52,4.54,49.33,74.84
3dpf,386.75,4.94,9.22,7.72,18.7,203.53,5.6,0,16.22,24.21
5dpf,65.88,4.11,15.58,30.21,18.9,180.06,29.17,9.83,26.27,101.14
10dpf,224.7,6.74,20.08,15.59,9.08,126.38,10.77,0.71,15.98,22.57
