stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest
24hpf,1.23,0,0,0,0
2dpf,7.61,2.09,0.51,1.93,0
3dpf,3.05,0,0,1.07,0
5dpf,3.16,0,0,0.61,1.01
10dpf,2.31,0,0,0.45,0
