stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,4.57,0,1.62,4.6,0.51
3dpf,0.57,0.72,0,4.03,0
5dpf,0.84,1.36,1.1,6.15,0
10dpf,0,0.63,0,1.74,0
