stage,central_nervous_system,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm
2dpf,3.73,0.58,4.29,0,2.06
3dpf,0.69,0,0,0,0
5dpf,1.16,0,0.49,0.71,0.75
10dpf,0,0,1.16,0,0
