stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,periderm
2dpf,0,0,0,0.52,0,0
3dpf,0,1.08,0,0,0.43,0
5dpf,0.93,4.55,1.83,0,0.62,0.78
10dpf,0.56,0,0,0,0,0
