stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,periderm
24hpf,2.71,0,0,0,0,0
2dpf,10.8,0,0,0,0,1.81
3dpf,94.91,0,0,4.12,0,0
5dpf,10.81,1.63,0.82,12.2,0.43,2.02
10dpf,28.11,0,4.11,3.55,1.36,0.44
