stage,central_nervous_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
3dpf,2.04,0,0,0,0,0
5dpf,0.9,0,2.42,0.4,0,3.19
10dpf,1.8,0.44,0.46,0,0.4,0.39
