stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme
24hpf,25.52,0,0,0,0,0
3dpf,115.62,0,0,0.71,0.84,4.33
5dpf,59.88,1.73,0,7.21,0,21.48
10dpf,141.46,2.04,1.83,0.94,0,17.71
