stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,0,0,1.28,0.5,0
3dpf,7.71,0,0,0,0
5dpf,0,0,0,0,0.96
10dpf,6.74,0.48,0,0,0
