stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,737.45,0,0,0,0,32.53,0,0,76.48,0
12hpf,2200.34,0,0,0,4.39,107.84,0,0,12.61,12.08
14hpf,3747.2,0,0,0,0,830.29,10.04,0,13.96,115.93
16hpf,6103.17,24.94,7.32,16.92,43.63,1114.27,24.76,4.34,106.17,220.41
19hpf,5180.97,0,0,13.79,0,172.58,3.36,0,16.59,28.39
24hpf,7771.16,0.87,42.41,30.15,57.34,430.02,38.13,2.67,265.74,273.25
2dpf,3903.32,9.8,66.02,41.36,169.44,641.69,79.62,5.71,100.04,136.14
3dpf,9899.52,12.77,5.87,5.04,6.13,194.41,14.46,0,11.71,24.47
5dpf,228.69,5.9,13.83,23.96,9.58,167.74,51.6,2.55,27.66,43.23
10dpf,2732.16,18.07,9.09,13.94,2.27,99.33,4.52,0,5.85,11.28
