stage,central_nervous_system,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
16hpf,0,1.74,0,0,1.79
24hpf,0,0,0,0,1
2dpf,1.19,0.59,0,0,0
3dpf,1.52,0.67,2.25,0,0.59
5dpf,0.36,0.5,0.6,0.65,1.18
10dpf,0,0,0,0,1.21
