stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
3dpf,7.9,0,0,0,0.3,0
5dpf,0.38,0.36,0.34,1.07,0,0.36
10dpf,7.44,0,0,0.38,0,0.4
