stage,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,0,0,0,0,0.53
3dpf,0.72,0,0,0,0
5dpf,8.68,1.6,1.6,7.46,1.09
10dpf,2.2,0,0,0.45,0.78
