stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme
2dpf,1.65,0,0,0
3dpf,1.25,0.43,0.31,0
5dpf,10.4,0.54,0.42,1.8
10dpf,33.47,0,0,0
