stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
10hpf,13.09,0,0,0,0
2dpf,0,5.61,0.7,1.23,0
3dpf,0,4.63,0,0,0
5dpf,0.8,5.03,0.38,2,0.53
10dpf,0,29.94,0.67,0,0
