stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
19hpf,1.66,0,0,0,2.09,0,0,0
24hpf,1.09,0,0,0,0,0,0,0
2dpf,4.32,0,0,22.57,247.91,0,0,0
3dpf,2.33,0.62,71.5,0.88,66,0,0,0.91
5dpf,0,0,22.03,6.91,135.04,1.23,1.01,0.32
10dpf,5.11,0,49.17,0,48.14,0,0,0
