stage,central_nervous_system,hematopoietic_system,mesenchyme,paraxial_mesoderm,periderm
2dpf,0.81,0,0,0.58,0
3dpf,0.32,0.29,0,0,0
5dpf,0,2.7,0,0,0
10dpf,0.39,11.94,0.43,0,0.53
