stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm
16hpf,1.81,0,0,0,0,0,0,0
19hpf,2.52,0,0,0,0,0,0,0
2dpf,52.82,0.59,0,1.67,2.44,1.14,0.82,1.03
3dpf,16.44,0,0,0,0,1.23,0,0
5dpf,20.2,0.86,0,0.73,0,1.06,0,0
10dpf,15.02,1.75,0.41,0,0,0.97,0,0
