stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,40.74,0,9.85,0,0,0,0,0,18.33,0
12hpf,8.38,0,1.79,2.75,1.91,1.96,0,1.93,1.87,1.86
14hpf,7.37,0,7.45,0,0,0,0,0,0,37.87
16hpf,15.77,1.77,0,0,5.78,1.63,0,0,3.37,5.34
19hpf,25.05,0,0,1.66,2.81,3.93,0,0,0,21.49
24hpf,13.88,0.92,0,1.88,16.96,9.7,0,0,0,4.44
2dpf,170.17,4.57,9.13,57.12,97.97,221.19,15.75,5.73,66.37,111.29
3dpf,233.3,4.07,3.42,16.43,20.09,239.6,6.19,0,18.65,37.17
5dpf,96.38,9.02,18.61,62.92,24.96,265.35,18.56,6.9,37.12,174.58
10dpf,200.22,9.53,17.82,54.18,30.24,238.41,20.84,0,33.97,66.93
