stage,central_nervous_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,0.51,0.58,0,0
3dpf,0,0,0.48,0.33
5dpf,0,0,1.63,0.45
10dpf,0,0,0.89,0
