stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,663.27,23.61,0,0,57.23,8.39,0,23.15,48.33,110.62
12hpf,1546.13,36.93,0,15.33,143.25,21.2,4.15,88.45,121.44,220.21
14hpf,862.73,14.08,72.7,54.33,50.29,9.92,5.54,33.18,46.04,88.84
16hpf,348.25,27.93,27.69,30.86,87.69,18.83,6.15,15.86,33.86,55.78
19hpf,877.32,2,1.66,30.87,56.55,5.24,13.86,1.7,10.73,49.56
24hpf,535.97,8.66,4.38,36.14,66.38,24.74,7.56,4.67,29.16,32.69
2dpf,1193.03,11.82,28.49,147.14,195.75,329.89,79.11,6.29,90.35,217.42
3dpf,1471.81,15.55,16.37,48.29,42.78,319,46.39,0,22.06,108.19
5dpf,747.43,34.61,63.98,152.46,58.98,453.11,121.36,20.18,55.95,323.37
10dpf,1346.56,29.17,44.58,87.01,37.2,285.23,51.01,0,32.99,123.11
