stage,central_nervous_system,intermediate_mesoderm,mesenchyme,neural_crest,periderm
2dpf,0.92,0,2.82,0,0.63
3dpf,0.89,0,0,0,0.36
5dpf,0,0,0,0.9,0.31
10dpf,0,0.92,0.43,0,0
