stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,1.2,0,0,0.75,1.16,0,0
3dpf,23.35,0.93,1.69,8.3,0.81,0.63,0.7
5dpf,0,0,0,2.94,0.47,0.36,0.64
10dpf,2.82,0,1.9,2.75,0,2.93,0
