stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,0,0,0,0,0,1.04
3dpf,1.68,0,0,0,0,0
5dpf,2.85,0.3,0.34,1.07,1.59,0
10dpf,3.77,0.38,0,0,0.74,0.48
