stage,central_nervous_system,lateral_mesoderm,periderm
14hpf,2.24,0,0
16hpf,2.08,0,0
24hpf,0.82,0,0
2dpf,0.92,1.34,1.19
3dpf,0.68,0,0.49
5dpf,0,0,0.37
10dpf,0.95,0,0
