stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,4577.44,0,0,0,313.25,40.64,0,131.07,0,1934.62
12hpf,3881.46,19.35,0,10.7,289.32,123.7,0,1484.42,45.46,1395.18
14hpf,2034.17,2.55,0,63.48,76.95,86.08,2.67,787.12,9.72,138.19
16hpf,1390.7,1.77,0,10.74,63.39,65.66,3.32,821.31,14.75,37.52
19hpf,2239.26,0,0,1.91,33.37,8.71,0,108.38,1.68,16.3
24hpf,943.28,0,1.4,0.99,10.21,42.44,0.9,147.34,34.93,19.59
2dpf,334.96,2.53,3.08,4.45,141.99,662.04,1.95,3.3,25.07,33.81
3dpf,390.69,1.56,0,0,7.11,369.53,0,0,0.78,28.08
5dpf,86.34,4.97,2.15,1.95,15.51,191.35,0,4.53,5.32,82.81
10dpf,236.38,3.01,0.69,1.77,4.09,175.84,0,1.12,2.42,17.84
