stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0,0.54,1.78,2.53,0
3dpf,9.85,2.58,0,0,2.32,0,0.67
5dpf,0.39,5.79,0.87,0,0.94,0,1.33
10dpf,8.43,19.01,0,0,0,0,0.55
