stage,central_nervous_system,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
24hpf,0,0,0.86,0,0,0
2dpf,14.67,2.3,1.03,0,0,0.75
3dpf,302.31,0.66,4.82,0,1,0
5dpf,1.97,1.92,4.08,0,0,1.94
10dpf,81.02,0,0,0.48,0,0
