stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
3dpf,0,0,0,0.83,0.44,0
5dpf,0,0,0,0,0,0.76
10dpf,0.43,1.07,3.99,0,1.27,3.26
