stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,3079.98,0,41.97,0,526.64,41.82,0,80.16,1313.24,342.25
12hpf,6259.88,85.02,108.19,140.24,1315.46,266.38,10.36,226.95,3998.69,1094.61
14hpf,3243.81,22.01,355.36,110.38,643.07,357.21,62.78,26.83,1597.4,769.61
16hpf,2681.55,75.07,372.87,155.85,849.63,440.86,128.95,60.52,1510.48,948.13
19hpf,3097.62,26.8,130.4,98.14,408.2,208.79,122.8,16.29,516.77,516.46
24hpf,2613.22,47.38,174.56,29.37,483.06,274.47,134.54,5.48,1299.84,332.04
2dpf,962.81,65.42,70.64,101.4,224.4,547.76,103.6,4.16,327.39,137.63
3dpf,1342.38,56.62,25.06,35.22,11.56,189.72,14.64,0,43.97,47.73
5dpf,246.43,19.38,109.54,115.14,42.89,592.71,45.93,27.09,177.74,323.53
10dpf,738.53,87.94,103.78,134.62,75.9,811.43,43.11,0,163.34,89.5
