stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,periderm
2dpf,1.68,0,0,3.35,1.12,0,1.97
3dpf,0.34,0,0,3.59,1.28,0,0
5dpf,0,1.29,3.84,7.76,0.74,0.92,7.89
10dpf,3.88,1.59,1.25,8.26,1.08,0,2.61
