stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
24hpf,0,2.66,0,0,0,0,0,0
2dpf,0,2.17,0,0.76,7.9,0,0.72,0
3dpf,3.27,1.38,0,0.52,5.83,0.45,0,0
5dpf,4.69,98.33,1.92,0.74,9.52,0.74,1.48,5.55
10dpf,4.83,302.53,2.66,0,2.79,0.89,0,3.36
