stage,central_nervous_system,intermediate_mesoderm,mesenchyme,neural_crest,periderm
2dpf,3.16,0.55,0.85,0,0
3dpf,0,0,0.43,0,0
5dpf,0,0,0.45,0.99,0.54
10dpf,0,0,0,0,0.99
