stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,0,0,0,0,0,0.54
3dpf,0.81,0.32,0,0,0,0.38
5dpf,0.74,0,0.52,1.86,0.82,6.98
10dpf,0,1.32,0,0.67,0.78,5.29
