stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,1.88,0,0,1.06,1.21,0,23.3
3dpf,2.33,0.32,0,0,0.41,0,2.96
5dpf,0,0,0.36,0,0.67,0.46,33.38
10dpf,3.59,0,0.39,0,2.25,0,18.97
