stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
24hpf,0,62.18,0,0,0,0,0
2dpf,2,19.5,0,0.61,1.97,0,0
3dpf,2.06,0.31,0,0,0.72,0,0
5dpf,1.53,32.37,0,0.68,1.65,0.82,0.45
10dpf,1.11,47.53,1.72,0,4.1,0,1.6
