stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
24hpf,0,0.89,0,0,0
2dpf,0,1.72,1.13,0.96,0
3dpf,1.49,5.68,0.47,0,0
5dpf,0.31,19.8,0.38,0.29,0.44
10dpf,0,26.78,0,0,0
