stage,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,0,2.4,0,0,0
3dpf,0,1.33,0,0,0
5dpf,0,7.74,0.97,0.47,6.33
10dpf,0.5,10.57,0,0,0.54
