stage,central_nervous_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,0.69,1.53,0,0.51
3dpf,0.86,0.57,0.71,1.31
5dpf,0.38,5.48,2.16,6.67
10dpf,1.41,1.8,1.12,8.67
