stage,central_nervous_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,0,0,0.78,0
3dpf,3.22,0.85,0.46,0.32
5dpf,1.22,0,0,0
10dpf,2.05,0,0.79,0
